72496	ST 輝豐	822,566	0.05%
72497	雅化集團	307,507	0.03%
72498	漢纜股份	2,646,887	0.07%
72500	山西證券	5,243,782	0.18%
72501	利源精製	5,035,610	0.41%
72502	驊威文化	1,943,660	0.22%
72503	搜于特	781,092	0.02%
72504	弘高創意	6,000	0.00%
72505	大康農業	1,707,918	0.03%
72506	協鑫集成	10,274,767	0.20%
72507	涪陵榨菜	36,559,484	4.63%
72508	老闆電器	95,987,669	10.11%
72509	天廣中茂	2,399,171	0.09%
72510	天汽模	11,904	0.00%
72511	中順潔柔	1,904,019	0.14%
72512	達華智能	1,968,636	0.17%
72515	金字火腿	477,277	0.04%
72516	曠達科技	1,782,456	0.11%
72517	愷英網絡	9,843,202	0.45%
72518	科士達	9,993,665	1.69%
72519	銀河電子	5,435,158	0.48%
72522	浙江眾成	1,947,974	0.21%
72527	新時達	629,688	0.10%
72528	英飛拓	101	0.00%
72530	金財互聯	318,206	0.04%
72531	天順風能	3,108,528	0.17%
72537	海聯金匯	8,990,905	0.71%
72538	司爾特	345,710	0.04%
72539	雲圖控股	64,294	0.00%
72540	亞太科技	3,647,652	0.28%
72542	中化岩土	83,396	0.00%
72544	傑賽科技	1,820,512	0.31%
72545	東方鐵塔	117,500	0.00%
72546	新聯電子	29	0.00%
72547	春興精工	593,543	0.05%
72550	千紅製藥	1,040,974	0.08%
72551	尚榮醫療	32,684	0.00%
72554	惠博普	112,902	0.01%
72555	三七互娛	4,899,617	0.23%
72556	輝隆股份	11,700	0.00%
72557	洽洽食品	1,376,218	0.27%
72558	巨人網絡	4,130,856	0.20%
72561	徐家匯	37,410	0.00%
72563	森馬服飾	23,052,765	0.85%
72564	天沃科技	21,757	0.00%
72567	唐人神	1,429,934	0.17%
72568	百潤股份	386,348	0.07%
72570	*ST因美	5,711,942	0.55%
72572	索菲亞	68,502,067	7.41%
72573	清新環境	2,029,687	0.18%
72574	明牌珠寶	3,403	0.00%
72577	雷柏科技	456,833	0.16%
72581	未名醫藥	1,996,662	0.30%
72583	海能達	64,121,568	3.53%
72586	圍海股份	1,278,235	0.11%
72588	史丹利	2,492,569	0.21%
72589	瑞康醫藥	3,553,116	0.23%
72590	萬安科技	183,932	0.03%
72594	比亞迪	23,255,676	1.28%
72595	豪邁科技	5,905,073	0.73%
72596	海南瑞澤	1,944,036	0.18%
72597	金禾實業	23,571,860	4.17%
72600	領益智造	9,072,367	0.13%
72601	龍蟒佰利	1,303,154	0.06%
72602	世紀華通	7,032,250	0.48%
72603	以嶺藥業	993,232	0.08%
72604	*ST龍力	38,611	0.00%
72608	江蘇國信	1,132,432	0.02%
72609	捷順科技	1,223,738	0.18%
72610	愛康科技	644,539	0.01%
72611	東方精工	427,022	0.02%
72612	朗姿股份	100	0.00%
72614	奧佳華	3,276,792	0.58%
72616	長青集團	22,883	0.00%
